2016-12-27 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41556339&cat_id=41688680|Німецько-Український фонд відновлює роботу з кредитування малого і середнього бізнесу
2016-12-27 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41556198&cat_id=41688680|Національний банк у жовтні-листопаді отримав від реалізації іпотеки за кредитами рефінансування 81.2 млн. грн.
2016-12-27 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41556163&cat_id=41688680|Коментар директора департаменту відкритих ринків НБУ Сергія Пономаренка щодо ситуації на валютному ринку
2016-12-26 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41359754&cat_id=41688680|Повідомлення держателям єврооблігацій Приватбанку
2016-12-22 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41258577&cat_id=41688680|Капіталізація державою ПАТ КБ "ПРИВАТБАНК" не матиме значного впливу на макрофінансову стабільність
2016-12-21 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41258497&cat_id=41688680|Правління Національного банку вітає формалізацію Радою НБУ режиму інфляційного таргетування в Україні
2016-12-21 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41210892&cat_id=41688680|Коментар заступника Голови Національного банку України Олега Чурія щодо ситуації на валютному ринку
2016-12-20 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41210791&cat_id=41688680|Коментар Національного банку України щодо зміни реального ВВП у IІІ кварталі 2016 року
2016-12-20 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41210819&cat_id=41688680|Коментар заступника Голови Національного банку України Олега Чурія щодо ситуації на валютному ринку
2016-12-20 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41192949&cat_id=41688680|Суд підтвердив правомірність постанови НБУ про віднесення банку "Фінансова ініціатива" до категорії неплатоспроможних
2016-12-20 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41115700&cat_id=41688680|НБУ надав ПАТ КБ "ПРИВАТБАНК" кредит рефінансування на 15 млрд грн.
2016-12-19 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41115683&cat_id=41688680|Держава ухвалила рішення про входження до капіталу ПАТ "Приватбанк" (оновлено)
2016-12-19 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40967795&cat_id=41688680|НБУ зміцнює партнерство з Європейським центральним банком
2016-12-16 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=41015159&cat_id=41688680|Національний банк прийняв рішення відкликати банківську ліцензію та ліквідувати АТ "Артем-Банк"
2016-12-16 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40919822&cat_id=41688680|ПАТ "КБ "Інвестбанк" віднесено до категорії неплатоспроможних
2016-12-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40920129&cat_id=41688680|Національний банк запроваджує новий інструмент екстреної підтримки ліквідності банків
2016-12-14 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40920121&cat_id=41688680|Фінансові установи мають застосовувати РРО при здійсненні валютно-обмінних операцій з 17 грудня 2016 року
2016-12-14 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40677583&cat_id=41688680|Національний банк зберіг чинні обмеження на грошово-кредитному та валютному ринках
2016-12-13 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40819102&cat_id=41688680|Опубліковано другий Звіт про фінансову стабільність
2016-12-12 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40819094&cat_id=41688680|У листопаді продовжив зростати обсяг гривневих кредитів для бізнесу
2016-12-12 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40677632&cat_id=41688680|Національний банк розпочинає публікацію нового інформаційного продукту "Аналіз ліквідності банківської системи"
2016-12-12 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40777652&cat_id=41688680|Національний банк вітає посилення роботи правоохоронних органів щодо притягнення до відповідальності власників та топ-менеджерів банків
2016-12-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40677671&cat_id=41688680|НБУ отримав першу премію "HR-бренд 2016"
2016-12-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40630064&cat_id=41688680|Коментар Національного банку України щодо рівня інфляції у листопаді 2016 року
2016-12-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40630370&cat_id=41688680|Перша СІТ-компанія отримала ліцензію на надання банкам послуг з інкасації
2016-12-08 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40624171&cat_id=41688680|Національний банк України зберіг облікову ставку незмінною
2016-12-08 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40583004&cat_id=41688680|НБУ продовжує передавати власні приміщення в регіонах в оренду
2016-12-07 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40547605&cat_id=41688680|Неправосудні рішення судів створюють системні ризики для фінансової стабільності
2016-12-07 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40476886&cat_id=41688680|ПАТ "Банк Траст" віднесено до категорії неплатоспроможних
2016-12-06 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40535849&cat_id=41688680|За 11 місяців 2016 року Національний банк надавав правоохоронцям доступ до інформації 140 разів
2016-12-05 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40488766&cat_id=41688680|Міжнародні резерви України становлять 15.3 млрд. дол. США за результатами листопада
2016-12-05 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40476858&cat_id=41688680|Національний банк безоплатно передав господарське майно та медичне обладнання регулятора Державній прикордонній службі
2016-12-05 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40347956&cat_id=41688680|Національний банк у жовтні 2016 року виявив у Києві 32  незаконні пункти обміну валюти
2016-12-02 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40347800&cat_id=41688680|За десять місяців 2016 року загальний збиток діючих банків скоротився у 4.3 рази порівняно з аналогічним періодом минулого року
2016-12-02 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40253913&cat_id=41688680|Розпочала роботу Громадська колегія Ради Національного банку України
2016-12-01 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40253803&cat_id=41688680|Національний банк презентував концепцію нової моделі валютного регулювання
2016-11-30 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39855186&cat_id=41688680|У жовтні дефіцит поточного рахунку платіжного балансу зменшився до 234 млн. дол. США
2016-11-28 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=40153960&cat_id=41688680|У Національному банку України відбулася чергова нарада з топ-менеджерами найбільших банків
2016-11-24 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39931300&cat_id=41688680|Триває друге засідання Ради Національного банку
2016-11-22 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39855306&cat_id=41688680|Національний банк спростив умови для доступу українського бізнесу до валютних кредитів за участі ЕКА
2016-11-22 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39855281&cat_id=41688680|Банки зможуть вкладати валютні кошти у високоліквідні іноземні боргові інструменти без індивідуальних ліцензій
2016-11-22 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39855161&cat_id=41688680|Національний банк пом'якшує тимчасові валютні обмеження для банків та їх клієнтів
2016-11-22 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39855088&cat_id=41688680|Національний банк обговорив з учасниками ринку втілення проекту Open data
2016-11-22 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39820116&cat_id=41688680|Усе більше українців надають перевагу безготівковим платежам
2016-11-21 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39523061&cat_id=41688680|Німецько-Український фонд готовий інвестувати 18 млн. євро у розвиток малого і середнього бізнесу України
2016-11-18 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39663056&cat_id=41688680|Коментар НБУ щодо завершення місії Міжнародного валютного фонду
2016-11-18 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39663033&cat_id=41688680|Національний банк надав згоду на самоліквідацію ПАТ "Фінексбанк"
2016-11-16 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39569799&cat_id=41688680|АТ "Артем-Банк" 15 листопада 2016 року віднесено до категорії неплатоспроможних
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39523173&cat_id=41688680|НБУ - один із головних драйверів реформи фінсектору - Франсіс Маліж
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39523075&cat_id=41688680|Національний банк закликає законодавчо підтримати стимулювання кредитування в Україні
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39511402&cat_id=41688680|Коментар заступника Голови Національного банку України Олега Чурія щодо ситуації на валютному ринку
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39523040&cat_id=41688680|Національний банк підтримує удосконалення захисту прав споживачів фінансових послуг (уточнено)
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39523022&cat_id=41688680|Верховна Рада законодавчо врегулювала споживче кредитування
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39476577&cat_id=41688680|Національний банк підтримує спрощення процесу консолідації в банківському секторі
2016-11-15 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39499792&cat_id=41688680|Національний банк закінчив перевірку операцій із пов'язаними особами 58 банків
2016-11-14 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39476521&cat_id=41688680|Звернення Голови Національного банку України Валерії Гонтаревої
2016-11-14 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39250575&cat_id=41688680|Коментар директора департаменту відкритих ринків НБУ Сергія Пономаренка щодо ситуації на валютному ринку
2016-11-10 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39262265&cat_id=41688680|Грошова маса зросла за 10 місяців 2016 року на тлі притоку депозитів у гривні
2016-11-10 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39215831&cat_id=41688680|Національний банк України очікує на законодавчі зміни у сфері переказу коштів
2016-11-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39215814&cat_id=41688680|Посли країн "Великої сімки" та Європейського Союзу підтримують інституційну незалежність НБУ
2016-11-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39122765&cat_id=41688680|Коментар Національного банку України щодо рівня інфляції у жовтні 2016 року
2016-11-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39215700&cat_id=41688680|Суди вважають правомірними та адекватними застосовані Національним банком до ПАТ КБ "Надра" заходи впливу
2016-11-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39215677&cat_id=41688680|Коментар заступника Голови Національного банку України Олега Чурія щодо ситуації на валютному ринку
2016-11-09 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39215631&cat_id=41688680|Платоспроможні банки за III квартал 2016 року зменшили заборгованість перед НБУ на 4.2 млрд. грн.
2016-11-08 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=39146055&cat_id=41688680|Представники Національного банку та експерти обговорили оновлені макроекономічні прогнози на 2016-2018 рр.
2016-11-07 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=39122781&cat_id=41688680|У жовтні Національний банк надавав правоохоронцям доступ до інформації 13 разів
2016-11-07 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38787444&cat_id=41688680|Міжнародні резерви України становлять 15.5 млрд. дол. США за результатами жовтня
2016-11-07 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=39122680&cat_id=41688680|НБУ просить УБКІ перевірити інформацію, надану ТОВ "ФК "Фагор" щодо позичальників ПАТ "Банк Михайлівський"
2016-11-04 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38972681&cat_id=41688680|Голова НБУ Валерія Гонтарева зустрілася із екс-головою МВФ Домініком Стросс-Каном
2016-11-04 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38943781&cat_id=41688680|Рада Національного банку розпочала діалог із профільним комітетом Верховної Ради
2016-11-03 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38926423&cat_id=41688680|Національний банк очікує на зниження інфляції відповідно до задекларованих цілей
2016-11-02 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38880034&cat_id=41688680|Рада Національного банку посилить діалог з громадськістю
2016-11-02 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38879875&cat_id=41688680|Віктор Поліщук розповсюджує недостовірну інформацію щодо продажу банку «Михайлівський» та погодження такого продажу Національним банком
2016-11-02 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38879822&cat_id=41688680|Оприлюднено перелік банків-учасників валютної інтервенції у формі запиту щодо найкращого курсу у IV кварталі 2016 року
2016-11-01 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38833577&cat_id=41688680|Національний банк дебюрократизує проведення валютних операцій для страхових компаній
2016-10-31 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38787458&cat_id=41688680|Діючі банки за дев`ять місяців 2016 року зменшили збитки більш ніж у чотири рази
2016-10-31 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38643792&cat_id=41688680|Суд арештував майно та гроші Олега Бахматюка на суму 1.2 млрд грн за позовом Національного банку
2016-10-28 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38643709&cat_id=41688680|У вересні платіжний баланс зведено з профіцитом 474 млн. дол. США
2016-10-28 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38643523&cat_id=41688680|Національний банк нормативно врегулював здійснення валютних інтервенцій за новою формою
2016-10-28 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38597368&cat_id=41688680|Активи Національного банку за 9 місяців відображають зростання міжнародних резервів
2016-10-28 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38637765&cat_id=41688680|Голова НБУ провела зустріч із акціонерами групи Інтеза Санпаоло
2016-10-27 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38597559&cat_id=41688680|Національний банк починає поступовий відхід від використання системи ВалКлі
2016-10-27 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38551450&cat_id=41688680|Національний банк України знизив облікову ставку до 14% річних
2016-10-26 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38551313&cat_id=41688680|Рада з фінансової стабільності закликала парламентарів ухвалити закони з реформування фінансового сектору
2016-10-26 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38505226&cat_id=41688680|НБУ наполягає на призначенні іншого Голови та складу Комітету Верховної Ради України з питань фінансової політики і банківської діяльності
2016-10-25 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38321970&cat_id=41688680|У Національному банку запрацювала Рада НБУ
2016-10-21 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38321837&cat_id=41688680|Ми рішуче підтримуємо зусилля Голови НБУ з очищення українського банківського сектору – посол США в Україні
2016-10-21 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=37978726&cat_id=41688680|Достатність капіталу банківської системи зростає четвертий місяць поспіль
2016-10-20 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38270229&cat_id=41688680|Запрацював сайт НПС "ПРОСТІР"
2016-10-20 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=809C82DF47CFBF176E21A7F855C5745B?art_id=38270172&cat_id=41688680|Національний банк удосконалює порядок погодження керівників банків та процедури реєстрації та ліцензування
2016-10-19 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38218543&cat_id=41688680|НБУ обговорив з керівниками казначейських підрозділів найбільших банків та аналітиками фінансового ринку монетарну політику НБУ та подальше удосконалення роботи міжбанківського валютного ринку
2016-10-19 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38218416&cat_id=41688680|Національний банк уточнив процедуру використання документів, порядок застосування та розмір штрафних санкцій за деякі порушення валютного законодавства
2016-10-19 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38218261&cat_id=41688680|Про застосування санкцій до платіжних організацій міжнародних платіжних систем, створених резидентами Російської Федерації
2016-10-18 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38172563&cat_id=41688680|Національний банк реорганізував діяльність департаменту реєстраційних питань та ліцензування
2016-10-18 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38172547&cat_id=41688680|Офіційний курс гривні буде розраховуватися за оновленою методологією
2016-10-18 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38172462&cat_id=41688680|НБУ схвалив рамковий договір фінансової реструктуризації
2016-10-18 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38138199&cat_id=41688680|Позиція НБУ щодо неприпустимості зміни ЗУ "Про Національний банк України"
2016-10-17 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=38092470&cat_id=41688680|Стратегія валютних інтервенцій НБУ: визначено три завдання та чотири форми операцій НБУ на валютному ринку
2016-10-14 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37824647&cat_id=41688680|Національний банк звернувся до правоохоронних органів щодо відкриття кримінального провадження у зв’язку з розповсюдженням провокаційних матеріалів Сергієм Тарутою
2016-10-13 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37944606&cat_id=41688680|Бізнес продовжує покращувати очікування щодо рівня інфляції
2016-10-13 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37944544&cat_id=41688680|У вересні населення продовжило нарощувати депозити в гривні
2016-10-13 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37944483&cat_id=41688680|НБУ продовжує співпрацю з координаційним комітетом міжнародних донорів України
2016-10-13 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37921657&cat_id=41688680|Апеляційний суд підтвердив правомірність дій Національного банку щодо захисту інтересів клієнтів ПАТ "ВіЕйБі Банк"
2016-10-12 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37898804&cat_id=41688680|Національний банк презентував пам’ятну монету "100 років першому пожежному автомобілю України"
2016-10-12 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37898788&cat_id=41688680|Національний банк погодив бенефіціарам групи Альфа набуття істотної участі в ПАТ "Укрсоцбанк"
2016-10-12 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37864581&cat_id=41688680|Національний банк виконав діагностику активних операцій із пов'язаними особами 44 найбільших банків
2016-10-11 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37841710&cat_id=41688680|За 9 місяців 2016 року НБУ 114 разів надавав правоохоронцям інформацію щодо  правопорушень у банківській сфері
2016-10-11 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37620092&cat_id=41688680|Коментар Національного банку України щодо рівня інфляції у вересні 2016 року
2016-10-10 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37773313&cat_id=41688680|Національний банк вітає лібералізацію готівкових розрахунків
2016-10-07 00:00:00|https://bank.gov.ua/control/uk/publish/article;jsessionid=94DC6AED731015A34AB3F02E81A08D8D?art_id=37602947&cat_id=41688680|Офіційна заява Голови Національного банку України Валерії Гонтаревої
